Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51
P233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
P234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
P235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
P236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.00
P239,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00
P240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
P241,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,2,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.50,1.00,0.00
P242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,1,0,2,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.50,1.00,0.50
P243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
P244,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
P245,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.67,0.00
P246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00
P247,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,3,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.33,0.33,0.00,1.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.67,0.33,0.00
P248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.50
P249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
P251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
P252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.50,0.00,1.00
P253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
P254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P255,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0,1,2,0,1,0,3,1,0,1,0,0,1,1,3,1,0,1,3,0,0,2,2,1,2,0,0,4,0,2,2,2,2,8,0,8,0.13,0.00,0.13,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.25,0.00,0.25,0.00,0.13,0.25,0.00,0.13,0.00,0.38,0.13,0.00,0.13,0.00,0.00,0.13,0.13,0.38,0.13,0.00,0.13,0.38,0.00,0.00,0.25,0.25,0.13,0.25,0.00,0.00,0.50,0.00,0.25,0.25,0.25,0.25,1.00
P256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
P257,0,0,0,0,1,1,1,0,1,1,0,2,0,0,1,2,0,0,2,0,1,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,2,1,2,0,1,0,0,1,0,1,1,0,1,0,2,2,0,3,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.33,0.33,0.00,0.67,0.00,0.00,0.33,0.67,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.67,1.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.33,0.67,0.00,0.33,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.33,0.00,0.67,0.67
P258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P260,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P261,20,36,17,19,16,23,28,19,22,19,21,18,27,24,24,24,26,24,22,20,24,20,20,26,34,30,11,15,16,25,16,17,12,24,20,16,13,18,13,8,16,16,18,12,25,14,22,19,20,18,28,34,8,36,0.43,1.00,0.32,0.39,0.29,0.54,0.71,0.39,0.50,0.39,0.46,0.36,0.68,0.57,0.57,0.57,0.64,0.57,0.50,0.43,0.57,0.43,0.43,0.64,0.93,0.79,0.11,0.25,0.29,0.61,0.29,0.32,0.14,0.57,0.43,0.29,0.18,0.36,0.18,0.00,0.29,0.29,0.36,0.14,0.61,0.21,0.50,0.39,0.43,0.36,0.71,0.93
P262,25,31,33,23,38,34,31,31,38,34,28,25,29,31,33,53,41,28,36,42,50,33,39,34,63,51,23,25,25,29,20,24,21,27,28,13,17,16,23,38,34,32,33,32,31,28,31,30,29,52,43,43,13,63,0.24,0.36,0.40,0.20,0.50,0.42,0.36,0.36,0.50,0.42,0.30,0.24,0.32,0.36,0.40,0.80,0.56,0.30,0.46,0.58,0.74,0.40,0.52,0.42,1.00,0.76,0.20,0.24,0.24,0.32,0.14,0.22,0.16,0.28,0.30,0.00,0.08,0.06,0.20,0.50,0.42,0.38,0.40,0.38,0.36,0.30,0.36,0.34,0.32,0.78,0.60,0.60
P263,18,12,20,21,12,24,13,13,23,18,19,19,16,12,23,14,16,17,26,23,30,19,21,27,44,32,10,10,13,16,13,10,15,14,11,15,20,10,15,20,13,19,17,13,20,18,20,19,14,19,20,23,10,44,0.24,0.06,0.29,0.32,0.06,0.41,0.09,0.09,0.38,0.24,0.26,0.26,0.18,0.06,0.38,0.12,0.18,0.21,0.47,0.38,0.59,0.26,0.32,0.50,1.00,0.65,0.00,0.00,0.09,0.18,0.09,0.00,0.15,0.12,0.03,0.15,0.29,0.00,0.15,0.29,0.09,0.26,0.21,0.09,0.29,0.24,0.29,0.26,0.12,0.26,0.29,0.38
P264,8,16,9,9,9,10,12,6,15,7,8,15,7,9,15,5,14,11,12,5,6,14,13,16,13,16,10,10,9,8,5,6,6,4,7,6,5,9,7,7,10,5,10,7,13,7,12,7,8,11,12,9,4,16,0.33,1.00,0.42,0.42,0.42,0.50,0.67,0.17,0.92,0.25,0.33,0.92,0.25,0.42,0.92,0.08,0.83,0.58,0.67,0.08,0.17,0.83,0.75,1.00,0.75,1.00,0.50,0.50,0.42,0.33,0.08,0.17,0.17,0.00,0.25,0.17,0.08,0.42,0.25,0.25,0.50,0.08,0.50,0.25,0.75,0.25,0.67,0.25,0.33,0.58,0.67,0.42
P265,0,1,1,5,2,1,3,0,3,1,3,1,1,2,3,0,2,3,6,3,1,3,3,3,1,2,0,0,2,1,0,1,2,0,0,2,1,0,1,5,1,2,6,6,1,1,4,2,4,2,2,3,0,6,0.00,0.17,0.17,0.83,0.33,0.17,0.50,0.00,0.50,0.17,0.50,0.17,0.17,0.33,0.50,0.00,0.33,0.50,1.00,0.50,0.17,0.50,0.50,0.50,0.17,0.33,0.00,0.00,0.33,0.17,0.00,0.17,0.33,0.00,0.00,0.33,0.17,0.00,0.17,0.83,0.17,0.33,1.00,1.00,0.17,0.17,0.67,0.33,0.67,0.33,0.33,0.50
P266,6,8,7,15,17,10,6,13,11,14,6,14,9,5,12,10,5,5,7,10,10,8,15,9,11,18,9,5,9,8,12,7,9,10,7,7,8,11,4,11,7,2,5,8,9,14,10,10,12,13,5,19,2,19,0.24,0.35,0.29,0.76,0.88,0.47,0.24,0.65,0.53,0.71,0.24,0.71,0.41,0.18,0.59,0.47,0.18,0.18,0.29,0.47,0.47,0.35,0.76,0.41,0.53,0.94,0.41,0.18,0.41,0.35,0.59,0.29,0.41,0.47,0.29,0.29,0.35,0.53,0.12,0.53,0.29,0.00,0.18,0.35,0.41,0.71,0.47,0.47,0.59,0.65,0.18,1.00
P267,8,14,14,5,8,5,4,8,8,12,13,16,14,10,9,9,7,8,11,6,7,9,13,8,13,13,10,8,6,9,9,11,10,9,8,14,7,10,8,10,9,7,11,6,5,9,6,6,15,10,7,14,4,16,0.33,0.83,0.83,0.08,0.33,0.08,0.00,0.33,0.33,0.67,0.75,1.00,0.83,0.50,0.42,0.42,0.25,0.33,0.58,0.17,0.25,0.42,0.75,0.33,0.75,0.75,0.50,0.33,0.17,0.42,0.42,0.58,0.50,0.42,0.33,0.83,0.25,0.50,0.33,0.50,0.42,0.25,0.58,0.17,0.08,0.42,0.17,0.17,0.92,0.50,0.25,0.83
P268,18,18,18,14,18,24,15,13,17,18,14,21,29,20,19,20,24,12,18,21,19,26,25,16,35,21,15,17,9,9,16,13,10,9,10,28,19,14,17,15,10,13,13,26,17,17,20,25,30,23,30,22,9,35,0.35,0.35,0.35,0.19,0.35,0.58,0.23,0.15,0.31,0.35,0.19,0.46,0.77,0.42,0.38,0.42,0.58,0.12,0.35,0.46,0.38,0.65,0.62,0.27,1.00,0.46,0.23,0.31,0.00,0.00,0.27,0.15,0.04,0.00,0.04,0.73,0.38,0.19,0.31,0.23,0.04,0.15,0.15,0.65,0.31,0.31,0.42,0.62,0.81,0.54,0.81,0.50
P269,7,11,6,12,15,11,10,15,12,7,10,12,12,12,7,13,15,16,19,17,9,16,18,14,22,25,12,4,5,11,10,19,10,10,9,11,8,12,6,15,6,12,20,11,15,14,7,11,15,16,14,14,4,25,0.14,0.33,0.10,0.38,0.52,0.33,0.29,0.52,0.38,0.14,0.29,0.38,0.38,0.38,0.14,0.43,0.52,0.57,0.71,0.62,0.24,0.57,0.67,0.48,0.86,1.00,0.38,0.00,0.05,0.33,0.29,0.71,0.29,0.29,0.24,0.33,0.19,0.38,0.10,0.52,0.10,0.38,0.76,0.33,0.52,0.48,0.14,0.33,0.52,0.57,0.48,0.48
P270,26,16,23,19,29,21,16,14,29,13,20,22,16,26,19,26,23,17,12,20,24,29,24,38,24,27,10,17,10,16,18,21,14,23,21,15,25,15,13,11,21,19,20,15,17,11,12,18,23,22,19,31,10,38,0.57,0.21,0.46,0.32,0.68,0.39,0.21,0.14,0.68,0.11,0.36,0.43,0.21,0.57,0.32,0.57,0.46,0.25,0.07,0.36,0.50,0.68,0.50,1.00,0.50,0.61,0.00,0.25,0.00,0.21,0.29,0.39,0.14,0.46,0.39,0.18,0.54,0.18,0.11,0.04,0.39,0.32,0.36,0.18,0.25,0.04,0.07,0.29,0.46,0.43,0.32,0.75
P271,3,3,4,6,1,8,4,3,1,5,3,9,5,4,4,6,3,1,4,1,2,3,2,6,2,8,2,5,2,1,5,2,3,3,2,3,1,1,5,6,1,2,5,4,2,4,3,2,2,3,6,5,1,9,0.25,0.25,0.38,0.63,0.00,0.88,0.38,0.25,0.00,0.50,0.25,1.00,0.50,0.38,0.38,0.63,0.25,0.00,0.38,0.00,0.13,0.25,0.13,0.63,0.13,0.88,0.13,0.50,0.13,0.00,0.50,0.13,0.25,0.25,0.13,0.25,0.00,0.00,0.50,0.63,0.00,0.13,0.50,0.38,0.13,0.38,0.25,0.13,0.13,0.25,0.63,0.50
P272,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,3,0.00,0.00,0.00,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.33,0.00,0.33,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00
P273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,2,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00
P274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,1.00,0.00,0.50
